BusinessDate,CashierId,TransactionId,Time,Type,Amount,ItemCount,PaymentMethod,DiscountAmount,PointsEarned,PointsRedeemed,MembershipId,OriginalTransactionId,HasReceipt
2026-05-01,E001,T00032,18:53:45,Sale,520,5,QR,0,0,0,,,
2026-05-01,E001,T00034,19:01:01,Void,520,5,QR,0,0,0,,T00032,
2026-05-01,E001,T00023,19:46:02,Sale,2550,3,Credit,0,0,0,,,
2026-05-01,E001,T00012,19:59:52,Sale,450,2,Cash,0,0,0,,,
2026-05-01,E001,T00004,20:24:34,Sale,5640,2,Credit,100,56,0,M1252,,
2026-05-01,E001,T00018,20:41:08,Sale,3500,5,Credit,0,0,0,,,
2026-05-01,E001,T00017,20:46:45,Sale,4940,4,Credit,50,49,0,M1283,,
2026-05-01,E001,T00013,20:52:01,Sale,1690,1,Credit,0,17,0,M1080,,
2026-05-02,E001,T00090,09:17:36,Sale,4820,5,Credit,0,0,0,,,
2026-05-02,E001,T00070,09:18:53,Sale,2510,4,Cash,0,25,0,M1263,,
2026-05-02,E001,T00056,09:55:11,Sale,5150,4,GiftCard,0,52,0,M1216,,
2026-05-02,E001,T00067,09:59:17,Sale,4590,1,Cash,0,46,0,M1216,,
2026-05-02,E001,T00040,10:19:27,Sale,2670,5,Credit,50,27,0,M1180,,
2026-05-02,E001,T00058,10:43:24,Sale,4370,4,QR,0,44,0,M1203,,
2026-05-02,E001,T00078,10:57:28,Sale,4000,1,Cash,0,40,0,M1184,,
2026-05-02,E001,T00084,11:05:25,Sale,5820,3,Credit,0,0,0,,,
2026-05-02,E001,T00083,11:16:24,Sale,4550,4,Cash,0,0,0,,,
2026-05-02,E001,T00046,11:26:19,Sale,5970,1,Cash,0,60,0,M1205,,
2026-05-02,E001,T00039,11:59:54,Sale,3890,1,Credit,0,39,0,M1033,,
2026-05-02,E001,T00043,12:04:19,Sale,1130,5,Cash,0,0,0,,,
2026-05-02,E001,T00074,12:21:25,Sale,4840,2,QR,0,0,0,,,
2026-05-02,E001,T00073,13:01:34,Sale,1060,1,Cash,0,0,0,,,
2026-05-02,E001,T00063,13:11:42,Sale,1920,5,Cash,0,0,0,,,
2026-05-02,E001,T00042,13:18:33,Sale,5570,2,GiftCard,0,56,350,M1155,,
2026-05-02,E001,T00047,13:29:40,Sale,1240,4,Credit,0,12,0,M1019,,
2026-05-02,E001,T00075,13:34:51,Sale,610,3,Cash,0,6,0,M1194,,
2026-05-02,E001,T00080,13:42:15,Sale,450,1,Credit,0,4,0,M1015,,
2026-05-02,E001,T00045,13:42:47,Sale,3900,3,Cash,0,0,0,,,
2026-05-02,E001,T00061,13:52:26,Sale,730,2,QR,0,7,0,M1164,,
2026-05-02,E001,T00065,13:58:48,Sale,2210,5,Credit,0,22,0,M1147,,
2026-05-02,E001,T00093,14:08:39,Return,2810,1,Credit,0,0,0,,,true
2026-05-02,E001,T00048,14:27:08,Sale,800,3,Credit,0,8,0,M1199,,
2026-05-02,E001,T00069,14:28:57,Sale,860,5,Credit,0,0,0,,,
2026-05-02,E001,T00064,14:37:21,Sale,4200,1,Cash,0,0,0,,,
2026-05-02,E001,T00077,14:52:29,Sale,4150,2,Credit,0,42,0,M1266,,
2026-05-02,E001,T00092,15:05:58,Sale,730,3,QR,0,7,0,M1238,,
2026-05-02,E001,T00068,15:14:05,Sale,790,4,Credit,0,8,0,M1300,,
2026-05-02,E001,T00082,15:18:00,Sale,5090,5,Cash,0,0,0,,,
2026-05-02,E001,T00076,15:57:01,Sale,1500,1,Cash,0,15,0,M1283,,
2026-05-02,E001,T00050,16:01:16,Sale,830,4,Cash,0,8,0,M1138,,
2026-05-02,E001,T00054,16:22:27,Sale,2500,3,QR,0,0,0,,,
2026-05-02,E001,T00060,16:33:30,Sale,5570,5,Cash,0,56,0,M1058,,
2026-05-02,E001,T00051,16:35:01,Sale,3560,5,QR,0,0,0,,,
2026-05-02,E001,T00081,16:39:09,Sale,3200,4,Credit,0,0,0,,,
2026-05-02,E001,T00041,16:40:32,Sale,5890,3,Credit,0,0,0,,,
2026-05-02,E001,T00037,16:48:47,Sale,3920,4,Credit,0,39,0,M1264,,
2026-05-02,E001,T00072,16:54:03,Sale,5100,3,Credit,0,0,0,,,
2026-05-02,E001,T00089,17:29:58,Sale,1700,2,Cash,0,0,0,,,
2026-05-02,E001,T00049,17:32:17,Sale,3470,5,Credit,0,0,0,,,
2026-05-02,E001,T00079,17:37:44,Sale,3450,5,Cash,0,0,0,,,
2026-05-02,E001,T00052,17:49:25,Sale,460,3,Credit,0,5,100,M1299,,
2026-05-02,E001,T00059,17:56:00,Sale,5820,5,Credit,0,0,0,,,
2026-05-02,E001,T00057,18:20:11,Sale,2940,4,Credit,0,0,0,,,
2026-05-02,E001,T00038,18:34:37,Sale,5180,4,Cash,0,52,0,M1065,,
2026-05-02,E001,T00091,19:01:44,Sale,5990,2,Credit,0,60,0,M1155,,
2026-05-02,E001,T00066,19:06:12,Sale,660,3,Credit,0,0,0,,,
2026-05-02,E001,T00085,19:17:11,Sale,1500,3,Credit,0,0,0,,,
2026-05-02,E001,T00071,19:44:59,Sale,620,1,Cash,0,0,0,,,
2026-05-02,E001,T00044,19:45:31,Sale,830,3,Cash,0,0,0,,,
2026-05-02,E001,T00087,19:57:16,Sale,2490,5,QR,0,0,0,,,
2026-05-02,E001,T00062,20:06:59,Sale,2240,3,Cash,0,22,0,M1221,,
2026-05-02,E001,T00055,20:11:04,Sale,1390,2,Cash,0,14,0,M1259,,
2026-05-02,E001,T00086,20:40:12,Sale,3110,1,Cash,150,0,0,,,
2026-05-02,E001,T00053,20:46:29,Sale,2690,1,Cash,0,0,0,,,
2026-05-02,E001,T00088,20:48:36,Sale,810,1,Credit,0,8,0,M1101,,
2026-05-03,E001,T00110,09:08:14,Sale,3460,5,Credit,0,35,0,M1139,,
2026-05-03,E001,T00141,09:20:27,Sale,5320,5,Cash,0,0,0,,,
2026-05-03,E001,T00114,09:24:29,Sale,3030,1,Cash,0,0,0,,,
2026-05-03,E001,T00098,09:38:23,Sale,4240,1,Cash,0,0,0,,,
2026-05-03,E001,T00101,09:38:39,Sale,5670,3,Cash,0,57,0,M1173,,
2026-05-03,E001,T00116,10:01:44,Sale,2530,5,Cash,0,0,0,,,
2026-05-03,E001,T00100,10:13:54,Sale,3330,5,QR,0,33,0,M1299,,
2026-05-03,E001,T00112,10:21:25,Sale,920,2,QR,50,9,0,M1199,,
2026-05-03,E001,T00151,10:30:05,Return,2110,2,Cash,0,0,0,,,false
2026-05-03,E001,T00152,10:36:16,Return,790,2,Credit,0,0,0,,,true
2026-05-03,E001,T00130,10:36:50,Sale,980,5,Cash,0,0,0,,,
2026-05-03,E001,T00094,10:42:45,Sale,1840,3,Credit,0,18,50,M1260,,
2026-05-03,E001,T00111,10:54:39,Sale,5650,2,Cash,0,0,0,,,
2026-05-03,E001,T00134,11:07:35,Sale,5420,4,Cash,0,54,0,M1261,,
2026-05-03,E001,T00132,11:56:18,Sale,330,5,Cash,0,0,0,,,
2026-05-03,E001,T00133,11:58:52,Sale,1560,3,QR,0,0,0,,,
2026-05-03,E001,T00107,12:01:42,Sale,5420,1,Cash,0,54,0,M1257,,
2026-05-03,E001,T00121,12:16:54,Sale,560,2,QR,200,6,0,M1182,,
2026-05-03,E001,T00137,12:21:37,Sale,2440,2,Cash,0,0,0,,,
2026-05-03,E001,T00128,12:27:31,Sale,5770,2,Cash,0,58,400,M1023,,
2026-05-03,E001,T00146,12:28:39,Sale,2210,4,QR,0,22,0,M1190,,
2026-05-03,E001,T00149,12:39:30,Void,560,2,QR,0,0,0,,T00121,
2026-05-03,E001,T00123,12:39:33,Sale,1390,1,QR,0,14,0,M1046,,
2026-05-03,E001,T00142,12:50:09,Sale,3730,5,QR,0,0,0,,,
2026-05-03,E001,T00136,13:07:07,Sale,5310,1,Credit,0,53,0,M1175,,
2026-05-03,E001,T00143,13:15:01,Sale,1010,1,Cash,0,0,0,,,
2026-05-03,E001,T00147,13:17:08,Sale,1410,3,QR,0,0,0,,,
2026-05-03,E001,T00135,13:36:25,Sale,3320,1,Cash,0,33,0,M1220,,
2026-05-03,E001,T00103,13:36:38,Sale,5000,5,Cash,0,0,0,,,
2026-05-03,E001,T00138,13:37:01,Sale,1180,3,Credit,0,12,0,M1191,,
2026-05-03,E001,T00139,13:37:21,Sale,2910,5,Cash,0,29,0,M1160,,
2026-05-03,E001,T00108,13:47:30,Sale,1250,4,Cash,0,12,50,M1180,,
2026-05-03,E001,T00097,13:59:01,Sale,3390,1,Cash,0,34,0,M1205,,
2026-05-03,E001,T00145,14:27:22,Sale,1750,5,Credit,0,18,0,M1019,,
2026-05-03,E001,T00144,14:41:42,Sale,5970,4,Credit,0,0,0,,,
2026-05-03,E001,T00104,14:47:12,Sale,690,4,Credit,0,7,0,M1210,,
2026-05-03,E001,T00095,14:52:53,Sale,3890,2,Credit,0,39,0,M1107,,
2026-05-03,E001,T00124,14:57:58,Sale,3880,1,Credit,0,39,0,M1214,,
2026-05-03,E001,T00127,15:03:32,Sale,5680,4,Credit,250,0,0,,,
2026-05-03,E001,T00113,15:09:44,Sale,5230,4,Credit,0,0,0,,,
2026-05-03,E001,T00148,15:23:16,Void,5230,4,Credit,0,0,0,,T00113,
2026-05-03,E001,T00117,16:07:11,Sale,2990,5,Credit,0,0,0,,,
2026-05-03,E001,T00109,16:20:05,Sale,4080,4,Credit,0,41,0,M1081,,
2026-05-03,E001,T00153,16:57:28,NoSale,0,0,Other,0,0,0,,,
2026-05-03,E001,T00131,17:21:50,Sale,3550,2,Cash,0,0,0,,,
2026-05-03,E001,T00129,17:33:51,Sale,1790,4,Cash,0,18,0,M1000,,
2026-05-03,E001,T00096,18:03:08,Sale,2220,5,Credit,0,22,0,M1179,,
2026-05-03,E001,T00118,18:28:09,Sale,3910,1,QR,0,0,0,,,
2026-05-03,E001,T00119,18:37:00,Sale,2200,3,Cash,0,22,0,M1204,,
2026-05-03,E001,T00120,18:44:00,Sale,1130,1,QR,0,11,100,M1103,,
2026-05-03,E001,T00126,18:51:36,Sale,1000,2,Cash,0,10,0,M1225,,
2026-05-03,E001,T00140,18:59:53,Sale,530,4,Credit,0,5,0,M1158,,
2026-05-03,E001,T00102,19:22:43,Sale,3150,3,Cash,0,0,0,,,
2026-05-03,E001,T00150,19:24:41,Return,4910,2,Cash,0,0,0,,,true
2026-05-03,E001,T00105,19:37:31,Sale,4320,5,Cash,250,43,0,M1192,,
2026-05-03,E001,T00125,19:48:07,Sale,2420,3,Cash,0,0,0,,,
2026-05-03,E001,T00122,20:06:06,Sale,5250,4,Credit,0,0,0,,,
2026-05-03,E001,T00115,20:10:27,Sale,4820,1,Credit,0,0,0,,,
2026-05-03,E001,T00099,20:11:15,Sale,4460,3,Cash,0,45,0,M1288,,
2026-05-03,E001,T00106,20:26:33,Sale,570,2,QR,0,6,100,M1279,,
2026-05-04,E001,T00188,09:59:23,Return,3930,1,Cash,0,0,0,,,true
2026-05-04,E001,T00162,09:59:36,Sale,3730,3,Cash,0,37,0,M1276,,
2026-05-04,E001,T00157,10:12:21,Sale,2600,3,Cash,0,0,0,,,
2026-05-04,E001,T00184,10:36:19,Sale,1530,4,Cash,0,0,0,,,
2026-05-04,E001,T00174,11:29:19,Sale,5220,2,Cash,0,52,0,M1097,,
2026-05-04,E001,T00176,11:30:24,Sale,3260,1,GiftCard,0,0,0,,,
2026-05-04,E001,T00182,12:16:49,Sale,2440,1,Cash,0,0,0,,,
2026-05-04,E001,T00156,12:20:59,Sale,4120,4,Cash,0,0,0,,,
2026-05-04,E001,T00160,12:30:24,Sale,1290,1,Credit,0,13,0,M1067,,
2026-05-04,E001,T00161,12:30:58,Sale,420,3,Credit,0,4,0,M1084,,
2026-05-04,E001,T00175,13:21:46,Sale,4910,4,Cash,0,0,0,,,
2026-05-04,E001,T00183,13:28:50,Sale,4010,1,Credit,150,40,0,M1174,,
2026-05-04,E001,T00185,13:51:55,Sale,5770,4,QR,0,0,0,,,
2026-05-04,E001,T00170,14:07:22,Sale,1070,5,Cash,0,11,0,M1297,,
2026-05-04,E001,T00167,14:30:18,Sale,4370,2,GiftCard,0,44,0,M1218,,
2026-05-04,E001,T00172,14:58:39,Sale,4450,2,Credit,0,44,0,M1044,,
2026-05-04,E001,T00177,15:16:17,Sale,5060,2,Cash,0,51,0,M1033,,
2026-05-04,E001,T00179,15:55:20,Sale,5080,4,Cash,0,0,0,,,
2026-05-04,E001,T00164,16:01:27,Sale,3510,2,Credit,0,35,0,M1237,,
2026-05-04,E001,T00168,16:50:12,Sale,2190,1,Cash,0,22,0,M1144,,
2026-05-04,E001,T00187,17:09:05,Void,2190,1,Cash,0,0,0,,T00168,
2026-05-04,E001,T00189,17:22:47,Return,3500,3,Credit,0,0,0,,,false
2026-05-04,E001,T00169,17:30:58,Sale,2000,4,Credit,0,20,0,M1164,,
2026-05-04,E001,T00154,17:34:08,Sale,5760,2,Credit,0,0,0,,,
2026-05-04,E001,T00186,17:35:30,Sale,2840,1,Cash,0,0,0,,,
2026-05-04,E001,T00190,17:46:00,NoSale,0,0,Other,0,0,0,,,
2026-05-04,E001,T00163,17:47:27,Sale,770,4,Cash,0,0,0,,,
2026-05-04,E001,T00173,17:59:47,Sale,5960,5,Cash,0,0,0,,,
2026-05-04,E001,T00171,18:05:01,Sale,1020,1,Credit,0,10,0,M1027,,
2026-05-04,E001,T00166,18:48:42,Sale,910,1,Credit,0,0,0,,,
2026-05-04,E001,T00159,18:59:00,Sale,1490,4,Credit,0,0,0,,,
2026-05-04,E001,T00155,19:04:17,Sale,3630,3,Credit,0,0,0,,,
2026-05-04,E001,T00178,19:07:26,Sale,1500,2,Credit,0,15,0,M1110,,
2026-05-04,E001,T00158,19:47:24,Sale,4340,3,Cash,0,43,50,M1047,,
2026-05-04,E001,T00181,19:59:08,Sale,950,3,Cash,0,10,0,M1085,,
2026-05-04,E001,T00165,20:18:10,Sale,4870,1,GiftCard,0,49,0,M1192,,
2026-05-04,E001,T00180,20:54:14,Sale,2240,3,Credit,0,0,0,,,
2026-05-05,E001,T00203,09:51:51,Sale,2580,5,Credit,0,26,0,M1090,,
2026-05-05,E001,T00217,10:07:11,Sale,1260,3,Cash,0,0,0,,,
2026-05-05,E001,T00201,10:18:05,Sale,1710,3,GiftCard,0,0,0,,,
2026-05-05,E001,T00199,10:29:25,Sale,880,4,Credit,0,0,0,,,
2026-05-05,E001,T00221,10:31:25,Void,1710,3,GiftCard,0,0,0,,T00201,
2026-05-05,E001,T00220,11:17:42,Sale,370,3,QR,0,4,0,M1133,,
2026-05-05,E001,T00207,11:47:22,Sale,3630,3,Cash,0,36,0,M1082,,
2026-05-05,E001,T00198,11:55:12,Sale,5220,1,Cash,0,52,0,M1206,,
2026-05-05,E001,T00193,12:19:39,Sale,2830,2,Credit,0,0,0,,,
2026-05-05,E001,T00192,12:38:45,Sale,3540,3,Cash,0,35,0,M1266,,
2026-05-05,E001,T00211,13:26:05,Sale,4280,2,Cash,50,0,0,,,
2026-05-05,E001,T00216,14:14:47,Sale,4000,5,QR,0,40,0,M1075,,
2026-05-05,E001,T00210,15:00:04,Sale,5940,3,Cash,0,59,0,M1046,,
2026-05-05,E001,T00218,15:20:04,Sale,4280,2,QR,0,43,0,M1181,,
2026-05-05,E001,T00222,15:59:26,Return,1660,2,QR,0,0,0,,,true
2026-05-05,E001,T00208,16:03:53,Sale,430,4,Credit,0,0,0,,,
2026-05-05,E001,T00205,16:23:32,Sale,640,2,Cash,0,6,0,M1035,,
2026-05-05,E001,T00214,16:32:28,Sale,760,5,Cash,0,0,0,,,
2026-05-05,E001,T00194,16:36:39,Sale,4180,1,Cash,0,0,0,,,
2026-05-05,E001,T00212,17:04:05,Sale,4470,1,Credit,0,45,50,M1288,,
2026-05-05,E001,T00191,17:04:35,Sale,2270,4,Cash,0,0,0,,,
2026-05-05,E001,T00206,17:09:25,Sale,850,5,Cash,0,0,0,,,
2026-05-05,E001,T00197,17:11:30,Sale,910,3,Cash,0,0,0,,,
2026-05-05,E001,T00209,17:45:00,Sale,3470,3,Credit,0,35,0,M1011,,
2026-05-05,E001,T00204,18:28:43,Sale,5600,5,Cash,0,0,0,,,
2026-05-05,E001,T00202,18:29:58,Sale,4370,3,Credit,0,44,0,M1090,,
2026-05-05,E001,T00213,18:45:59,Sale,4490,4,Cash,0,45,0,M1292,,
2026-05-05,E001,T00215,19:14:15,Sale,5220,3,Cash,0,0,0,,,
2026-05-05,E001,T00200,19:29:11,Sale,2630,4,Credit,0,0,0,,,
2026-05-05,E001,T00195,20:04:18,Sale,1670,1,QR,0,17,0,M1144,,
2026-05-05,E001,T00219,20:15:10,Sale,4530,4,Credit,0,45,0,M1001,,
2026-05-05,E001,T00196,20:48:26,Sale,4730,2,Cash,0,0,0,,,
2026-05-06,E001,T00226,09:09:32,Sale,500,3,Cash,0,0,0,,,
2026-05-06,E001,T00237,09:54:58,Sale,2810,2,Cash,0,28,0,M1154,,
2026-05-06,E001,T00229,11:07:17,Sale,2670,4,Cash,0,27,0,M1107,,
2026-05-06,E001,T00246,11:08:23,Sale,4750,4,Credit,0,48,0,M1255,,
2026-05-06,E001,T00247,11:14:13,Sale,3860,5,Cash,0,0,0,,,
2026-05-06,E001,T00236,11:18:55,Sale,3440,4,Credit,0,34,0,M1237,,
2026-05-06,E001,T00241,12:00:08,Sale,3290,1,Credit,0,33,0,M1090,,
2026-05-06,E001,T00235,13:17:11,Sale,1110,1,Credit,0,0,0,,,
2026-05-06,E001,T00232,14:07:12,Sale,4980,1,Cash,0,0,0,,,
2026-05-06,E001,T00244,14:09:56,Sale,4510,5,Cash,0,0,0,,,
2026-05-06,E001,T00255,14:23:15,Void,4510,5,Cash,0,0,0,,T00244,
2026-05-06,E001,T00245,15:14:15,Sale,2400,2,Credit,0,24,0,M1083,,
2026-05-06,E001,T00233,15:33:22,Sale,3740,5,Credit,0,37,0,M1143,,
2026-05-06,E001,T00238,16:00:01,Sale,5520,1,Cash,0,0,0,,,
2026-05-06,E001,T00234,16:02:46,Sale,5790,4,Credit,0,58,0,M1189,,
2026-05-06,E001,T00249,16:13:42,Sale,850,3,Cash,0,0,0,,,
2026-05-06,E001,T00228,16:14:37,Sale,3200,1,Cash,0,0,0,,,
2026-05-06,E001,T00242,16:45:16,Sale,2000,5,Cash,0,20,0,M1145,,
2026-05-06,E001,T00239,16:45:19,Sale,5010,2,Credit,250,50,0,M1294,,
2026-05-06,E001,T00254,17:03:17,Void,2000,5,Cash,0,0,0,,T00242,
2026-05-06,E001,T00224,17:41:38,Sale,4580,4,Credit,0,46,0,M1249,,
2026-05-06,E001,T00227,17:50:23,Sale,4960,1,QR,0,50,0,M1282,,
2026-05-06,E001,T00253,17:54:51,Void,4580,4,Credit,0,0,0,,T00224,
2026-05-06,E001,T00230,18:39:54,Sale,1220,2,Cash,0,0,0,,,
2026-05-06,E001,T00252,18:42:37,Sale,5600,4,Credit,0,0,0,,,
2026-05-06,E001,T00250,19:52:18,Sale,3650,4,Credit,0,36,0,M1232,,
2026-05-06,E001,T00251,19:59:17,Sale,440,3,Cash,0,0,0,,,
2026-05-06,E001,T00240,20:03:39,Sale,5570,1,Cash,0,0,0,,,
2026-05-06,E001,T00231,20:04:20,Sale,670,3,Credit,0,7,0,M1090,,
2026-05-06,E001,T00223,20:14:56,Sale,3530,5,Credit,0,0,0,,,
2026-05-06,E001,T00248,20:20:05,Sale,5890,1,Cash,0,59,0,M1024,,
2026-05-06,E001,T00243,20:26:42,Sale,1060,4,Cash,0,0,0,,,
2026-05-06,E001,T00225,20:39:47,Sale,5440,1,Cash,0,0,0,,,
2026-05-07,E001,T00284,09:01:41,Sale,2470,2,Credit,0,0,0,,,
2026-05-07,E001,T00260,09:27:06,Sale,4870,4,Cash,0,0,0,,,
2026-05-07,E001,T00275,10:06:41,Sale,2340,5,Cash,0,23,0,M1289,,
2026-05-07,E001,T00285,10:07:12,Sale,3880,5,Credit,0,0,0,,,
2026-05-07,E001,T00271,10:31:18,Sale,3450,4,Cash,0,0,0,,,
2026-05-07,E001,T00277,11:43:18,Sale,4230,4,Cash,0,0,0,,,
2026-05-07,E001,T00257,11:57:38,Sale,5160,5,Credit,0,0,0,,,
2026-05-07,E001,T00265,12:14:10,Sale,430,2,Credit,0,4,0,M1095,,
2026-05-07,E001,T00293,12:55:28,NoSale,0,0,Other,0,0,0,,,
2026-05-07,E001,T00280,12:59:21,Sale,2020,4,Credit,0,20,0,M1253,,
2026-05-07,E001,T00262,13:09:18,Sale,2940,1,Credit,0,0,0,,,
2026-05-07,E001,T00261,13:58:39,Sale,2790,2,QR,0,28,300,M1009,,
2026-05-07,E001,T00273,14:05:48,Sale,5600,5,Cash,0,0,0,,,
2026-05-07,E001,T00287,14:10:26,Sale,2290,5,Credit,0,23,0,M1280,,
2026-05-07,E001,T00292,14:10:28,Return,2230,1,Cash,0,0,0,,,true
2026-05-07,E001,T00279,14:26:48,Sale,790,2,Credit,50,0,0,,,
2026-05-07,E001,T00274,14:27:40,Sale,1480,1,Cash,250,0,0,,,
2026-05-07,E001,T00291,14:29:10,Void,5600,5,Cash,0,0,0,,T00273,
2026-05-07,E001,T00266,14:42:29,Sale,1720,1,Credit,0,0,0,,,
2026-05-07,E001,T00270,14:58:37,Sale,3450,3,Cash,0,0,0,,,
2026-05-07,E001,T00286,15:16:16,Sale,1950,3,Cash,0,0,0,,,
2026-05-07,E001,T00267,15:21:21,Sale,1170,2,GiftCard,0,0,0,,,
2026-05-07,E001,T00263,15:37:54,Sale,4960,4,Cash,0,0,0,,,
2026-05-07,E001,T00282,15:46:10,Sale,830,1,Credit,0,8,0,M1027,,
2026-05-07,E001,T00283,16:04:10,Sale,3640,2,Credit,0,36,0,M1289,,
2026-05-07,E001,T00281,16:15:42,Sale,3880,1,Credit,0,39,0,M1088,,
2026-05-07,E001,T00269,17:11:12,Sale,310,2,Cash,0,3,0,M1001,,
2026-05-07,E001,T00264,17:11:41,Sale,760,3,Cash,0,8,300,M1136,,
2026-05-07,E001,T00290,17:27:58,Void,310,2,Cash,0,0,0,,T00269,
2026-05-07,E001,T00278,18:08:59,Sale,5970,5,Credit,0,60,0,M1160,,
2026-05-07,E001,T00276,18:44:46,Sale,5650,2,Credit,0,56,0,M1268,,
2026-05-07,E001,T00256,19:11:02,Sale,4990,5,Cash,0,0,0,,,
2026-05-07,E001,T00272,19:52:48,Sale,2870,1,Cash,0,0,0,,,
2026-05-07,E001,T00289,20:01:31,Sale,830,2,Cash,0,8,0,M1195,,
2026-05-07,E001,T00259,20:20:25,Sale,2750,2,Credit,0,28,0,M1106,,
2026-05-07,E001,T00288,20:22:15,Sale,3360,5,Cash,0,34,0,M1257,,
2026-05-07,E001,T00268,20:47:33,Sale,910,1,Cash,0,0,0,,,
2026-05-07,E001,T00258,20:50:13,Sale,4670,2,Cash,100,47,0,M1250,,
2026-05-08,E001,T00310,09:09:18,Sale,3780,2,Credit,0,38,0,M1069,,
2026-05-08,E001,T00320,09:15:00,Sale,4940,1,Cash,0,49,0,M1083,,
2026-05-08,E001,T00322,09:20:05,Sale,4250,3,Credit,0,0,0,,,
2026-05-08,E001,T00321,09:35:47,Sale,2180,2,Cash,0,22,0,M1205,,
2026-05-08,E001,T00309,10:10:01,Sale,2780,4,Cash,0,0,0,,,
2026-05-08,E001,T00305,10:30:33,Sale,5590,2,Credit,0,0,0,,,
2026-05-08,E001,T00324,10:40:29,Sale,3200,4,QR,0,32,0,M1265,,
2026-05-08,E001,T00296,12:13:24,Sale,4680,1,Cash,0,0,0,,,
2026-05-08,E001,T00311,12:24:49,Sale,520,3,Credit,0,0,0,,,
2026-05-08,E001,T00302,12:27:44,Sale,1930,3,Cash,0,19,50,M1284,,
2026-05-08,E001,T00326,12:35:39,Sale,1070,3,Cash,0,0,0,,,
2026-05-08,E001,T00312,12:59:09,Sale,1140,1,Credit,0,11,0,M1108,,
2026-05-08,E001,T00301,13:25:40,Sale,5440,1,Cash,0,0,0,,,
2026-05-08,E001,T00306,13:39:54,Sale,3660,4,Credit,0,37,0,M1232,,
2026-05-08,E001,T00294,14:06:05,Sale,4770,5,Cash,0,0,0,,,
2026-05-08,E001,T00300,14:13:34,Sale,2760,2,Credit,0,0,0,,,
2026-05-08,E001,T00323,14:23:48,Sale,2750,1,QR,200,28,0,M1091,,
2026-05-08,E001,T00318,14:33:45,Sale,3310,4,Cash,0,33,0,M1292,,
2026-05-08,E001,T00295,14:41:32,Sale,5220,3,QR,0,52,0,M1244,,
2026-05-08,E001,T00299,14:46:36,Sale,1960,5,Credit,0,0,0,,,
2026-05-08,E001,T00297,15:04:37,Sale,3540,5,Credit,0,0,0,,,
2026-05-08,E001,T00325,16:25:28,Sale,450,5,Credit,0,0,0,,,
2026-05-08,E001,T00303,17:07:07,Sale,2010,4,Cash,0,0,0,,,
2026-05-08,E001,T00316,17:33:02,Sale,5040,5,Cash,0,0,0,,,
2026-05-08,E001,T00304,17:46:46,Sale,630,5,QR,0,6,0,M1184,,
2026-05-08,E001,T00314,17:47:55,Sale,1530,3,Cash,0,0,0,,,
