BusinessDate,CashierId,TransactionId,Time,Type,Amount,ItemCount,PaymentMethod,DiscountAmount,PointsEarned,PointsRedeemed,MembershipId,OriginalTransactionId,HasReceipt
2026-05-04,E001,T00110,19:20:21,Sale,4070,3,Credit,0,41,0,M1136,,
2026-05-04,E001,T00134,19:37:49,Sale,4490,1,Credit,0,45,0,M1289,,
2026-05-04,E001,T00128,20:47:10,Sale,5510,2,QR,0,55,0,M1172,,
2026-05-05,E001,T00151,09:05:03,Sale,1440,3,Credit,0,0,0,,,
2026-05-05,E001,T00184,09:08:45,Return,9760,2,Cash,0,0,0,,,false
2026-05-05,E001,T00157,09:12:49,Sale,1580,5,Credit,0,16,50,M1272,,
2026-05-05,E001,T00182,09:16:14,Return,5600,2,Cash,0,0,0,,,false
2026-05-05,E001,T00169,10:14:18,Sale,1780,3,Credit,0,18,0,M1105,,
2026-05-05,E001,T00164,10:44:31,Sale,350,3,Credit,0,0,0,,,
2026-05-05,E001,T00150,10:54:40,Sale,3660,1,Cash,0,0,0,,,
2026-05-05,E001,T00162,11:30:55,Sale,1200,1,Credit,0,0,0,,,
2026-05-05,E001,T00178,11:42:50,Void,1200,1,Credit,0,0,0,,T00162,
2026-05-05,E001,T00161,12:15:52,Sale,2380,5,Cash,0,24,0,M1217,,
2026-05-05,E001,T00179,12:28:23,Return,2180,2,Credit,0,0,0,,,false
2026-05-05,E001,T00175,12:42:04,Sale,340,2,QR,0,3,0,M1194,,
2026-05-05,E001,T00177,12:51:12,Sale,920,5,Credit,100,9,0,M1252,,
2026-05-05,E001,T00147,12:52:35,Sale,1020,3,Credit,0,10,0,M1048,,
2026-05-05,E001,T00181,13:28:46,Return,5600,1,Cash,0,0,0,,,false
2026-05-05,E001,T00165,13:29:15,Sale,2150,4,Credit,0,22,0,M1297,,
2026-05-05,E001,T00154,13:30:37,Sale,300,5,Cash,0,3,0,M1295,,
2026-05-05,E001,T00180,13:59:10,NoSale,0,0,Other,0,0,0,,,
2026-05-05,E001,T00171,14:12:25,Sale,5300,4,Cash,0,0,0,,,
2026-05-05,E001,T00148,14:31:47,Sale,370,1,Credit,0,0,0,,,
2026-05-05,E001,T00153,14:40:09,Sale,2690,2,QR,0,27,0,M1099,,
2026-05-05,E001,T00173,15:07:47,Sale,5930,3,Credit,0,0,0,,,
2026-05-05,E001,T00183,15:10:17,Return,5600,1,Cash,0,0,0,,,false
2026-05-05,E001,T00158,15:16:00,Sale,5600,2,Cash,0,0,0,,,
2026-05-05,E001,T00167,15:30:46,Sale,3760,3,QR,0,0,0,,,
2026-05-05,E001,T00160,15:46:16,Sale,2360,1,Cash,0,0,0,,,
2026-05-05,E001,T00170,15:55:05,Sale,4390,5,Credit,0,44,0,M1251,,
2026-05-05,E001,T00155,15:57:48,Sale,4590,2,Cash,0,0,0,,,
2026-05-05,E001,T00146,16:14:30,Sale,4500,2,QR,250,0,0,,,
2026-05-05,E001,T00152,16:45:44,Sale,920,2,Credit,0,9,0,M1051,,
2026-05-05,E001,T00172,17:28:43,Sale,1940,1,Cash,0,19,0,M1099,,
2026-05-05,E001,T00166,17:56:19,Sale,3800,1,QR,0,38,0,M1146,,
2026-05-05,E001,T00149,18:12:25,Sale,530,2,Credit,0,0,0,,,
2026-05-05,E001,T00156,18:18:18,Sale,630,3,Cash,0,6,0,M1163,,
2026-05-05,E001,T00174,18:38:42,Sale,3620,1,Cash,0,36,0,M1071,,
2026-05-05,E001,T00163,19:33:29,Sale,1590,4,Cash,0,16,0,M1210,,
2026-05-05,E001,T00159,20:06:33,Sale,2290,3,Cash,250,0,0,,,
2026-05-05,E001,T00168,20:08:49,Sale,2420,4,Credit,0,0,0,,,
2026-05-05,E001,T00145,20:09:20,Sale,470,5,Cash,0,0,0,,,
2026-05-05,E001,T00176,20:12:45,Sale,5260,4,Cash,0,0,0,,,
2026-05-06,E001,T00194,09:37:43,Sale,2660,2,QR,0,27,0,M1256,,
2026-05-06,E001,T00215,09:53:17,Sale,5420,4,Credit,0,54,0,M1025,,
2026-05-06,E001,T00206,10:01:31,Sale,4930,1,QR,0,0,0,,,
2026-05-06,E001,T00187,10:03:14,Sale,3920,1,Cash,0,39,300,M1132,,
2026-05-06,E001,T00222,10:04:38,Return,10500,2,Cash,0,0,0,,,false
2026-05-06,E001,T00213,10:07:16,Sale,950,3,Cash,0,0,0,,,
2026-05-06,E001,T00208,10:17:51,Sale,5850,4,Cash,0,58,0,M1250,,
2026-05-06,E001,T00190,10:21:00,Sale,3770,5,Credit,0,0,0,,,
2026-05-06,E001,T00202,10:56:21,Sale,770,1,QR,0,8,0,M1068,,
2026-05-06,E001,T00212,11:58:35,Sale,3510,3,Credit,0,35,0,M1296,,
2026-05-06,E001,T00210,12:00:44,Sale,5410,2,Cash,0,54,0,M1172,,
2026-05-06,E001,T00198,12:03:15,Sale,4920,3,Cash,0,0,0,,,
2026-05-06,E001,T00189,12:16:11,Sale,4020,1,Cash,0,40,0,M1069,,
2026-05-06,E001,T00204,13:20:21,Sale,310,2,Credit,0,3,0,M1267,,
2026-05-06,E001,T00219,13:45:42,Return,6800,1,Cash,0,0,0,,,false
2026-05-06,E001,T00196,14:01:43,Sale,3070,4,Cash,0,0,0,,,
2026-05-06,E001,T00199,14:10:01,Sale,4380,5,Credit,0,0,0,,,
2026-05-06,E001,T00188,14:23:04,Sale,5590,1,Credit,0,0,0,,,
2026-05-06,E001,T00214,14:38:18,Sale,3640,5,Credit,0,36,350,M1215,,
2026-05-06,E001,T00185,14:56:22,Sale,1240,5,Cash,0,0,0,,,
2026-05-06,E001,T00186,15:00:35,Sale,2180,1,Credit,0,0,0,,,
2026-05-06,E001,T00193,15:05:46,Sale,3110,5,Credit,0,31,0,M1056,,
2026-05-06,E001,T00216,15:09:31,Sale,1920,1,Cash,0,19,0,M1048,,
2026-05-06,E001,T00195,15:16:17,Sale,4810,4,Credit,0,0,0,,,
2026-05-06,E001,T00201,15:38:54,Sale,2170,2,Credit,0,22,0,M1186,,
2026-05-06,E001,T00218,16:06:38,Sale,3770,3,Cash,0,0,0,,,
2026-05-06,E001,T00197,17:24:18,Sale,3840,3,QR,0,38,0,M1011,,
2026-05-06,E001,T00205,18:01:07,Sale,1370,4,Credit,50,14,0,M1135,,
2026-05-06,E001,T00220,18:02:38,Return,6800,1,Cash,0,0,0,,,false
2026-05-06,E001,T00207,18:05:10,Sale,4220,5,Cash,0,0,0,,,
2026-05-06,E001,T00200,18:17:18,Sale,620,3,Cash,0,6,0,M1037,,
2026-05-06,E001,T00192,18:47:34,Sale,4770,5,Cash,200,0,0,,,
2026-05-06,E001,T00217,19:20:04,Sale,520,2,QR,0,0,0,,,
2026-05-06,E001,T00211,19:31:18,Sale,1360,4,Cash,0,0,0,,,
2026-05-06,E001,T00209,20:09:06,Sale,3500,4,Cash,0,0,0,,,
2026-05-06,E001,T00191,20:15:21,Sale,4500,4,Cash,0,0,0,,,
2026-05-06,E001,T00221,20:40:22,Return,6800,2,Cash,0,0,0,,,false
2026-05-06,E001,T00203,20:46:53,Sale,5730,1,QR,0,0,0,,,
2026-05-07,E001,T00233,09:04:12,Sale,2610,4,Credit,0,26,0,M1027,,
2026-05-07,E001,T00227,09:05:03,Sale,4950,3,Credit,0,50,0,M1170,,
2026-05-07,E001,T00244,09:54:56,Sale,5850,5,Cash,0,58,0,M1155,,
2026-05-07,E001,T00235,10:18:33,Sale,2530,4,QR,0,25,0,M1205,,
2026-05-07,E001,T00226,10:56:57,Sale,820,4,Credit,0,0,0,,,
2026-05-07,E001,T00249,11:58:24,Sale,620,2,Credit,0,0,0,,,
2026-05-07,E001,T00254,11:59:42,Return,4200,1,Cash,0,0,0,,,false
2026-05-07,E001,T00246,12:05:40,Sale,2130,4,QR,0,0,0,,,
2026-05-07,E001,T00237,12:27:38,Sale,2270,2,Cash,0,0,0,,,
2026-05-07,E001,T00229,12:54:59,Sale,4630,3,QR,0,46,50,M1184,,
2026-05-07,E001,T00256,12:59:01,Return,11380,1,Cash,0,0,0,,,false
2026-05-07,E001,T00231,13:51:22,Sale,3590,2,Cash,50,0,0,,,
2026-05-07,E001,T00253,13:56:35,Sale,2320,1,Credit,0,0,0,,,
2026-05-07,E001,T00255,13:57:48,Return,4200,2,Cash,0,0,0,,,false
2026-05-07,E001,T00241,14:04:47,Sale,1620,4,Credit,0,0,0,,,
2026-05-07,E001,T00239,14:11:11,Sale,2650,4,Credit,0,26,0,M1241,,
2026-05-07,E001,T00247,14:16:53,Sale,4080,5,Credit,0,41,0,M1081,,
2026-05-07,E001,T00225,14:21:42,Sale,3140,5,GiftCard,0,31,0,M1249,,
2026-05-07,E001,T00243,14:25:01,Sale,3630,3,Credit,0,36,0,M1056,,
2026-05-07,E001,T00230,14:33:04,Sale,5890,4,Cash,0,59,0,M1166,,
2026-05-07,E001,T00242,14:53:14,Sale,1540,3,Credit,0,0,0,,,
2026-05-07,E001,T00252,14:59:23,Sale,2340,3,Credit,0,0,0,,,
2026-05-07,E001,T00223,15:00:33,Sale,3000,1,Cash,0,30,0,M1010,,
2026-05-07,E001,T00248,15:59:23,Sale,4080,1,Credit,0,0,0,,,
2026-05-07,E001,T00224,17:11:13,Sale,2120,2,Cash,0,0,0,,,
2026-05-07,E001,T00250,17:26:40,Sale,1150,2,Cash,0,0,0,,,
2026-05-07,E001,T00228,18:10:57,Sale,2460,5,GiftCard,0,25,0,M1217,,
2026-05-07,E001,T00245,18:13:26,Sale,5840,2,Credit,0,0,0,,,
2026-05-07,E001,T00232,18:26:40,Sale,1330,5,Credit,0,0,0,,,
2026-05-07,E001,T00240,19:27:02,Sale,2910,2,Credit,0,0,0,,,
2026-05-07,E001,T00251,19:42:44,Sale,1180,5,Cash,0,0,0,,,
2026-05-07,E001,T00234,20:04:13,Sale,990,5,Credit,0,10,0,M1196,,
2026-05-07,E001,T00238,20:22:16,Sale,3650,1,Cash,0,0,0,,,
2026-05-07,E001,T00236,20:27:26,Sale,5840,3,Cash,0,58,100,M1112,,
2026-05-08,E001,T00283,09:06:26,Sale,3270,5,Credit,0,33,0,M1245,,
2026-05-08,E001,T00271,09:53:50,Sale,2880,2,Cash,0,29,0,M1210,,
2026-05-08,E001,T00270,09:57:52,Sale,2200,4,Credit,0,22,0,M1235,,
2026-05-08,E001,T00280,10:06:40,Sale,2800,2,Credit,0,28,0,M1142,,
2026-05-08,E001,T00289,10:35:38,Return,9430,3,Cash,0,0,0,,,false
2026-05-08,E001,T00279,11:07:25,Sale,5720,2,Cash,0,0,0,,,
2026-05-08,E001,T00260,12:44:31,Sale,2540,1,QR,0,0,0,,,
2026-05-08,E001,T00284,13:12:11,Sale,1920,5,Cash,0,19,0,M1263,,
2026-05-08,E001,T00278,13:19:04,Sale,4770,2,Credit,0,48,0,M1235,,
2026-05-08,E001,T00268,13:28:47,Sale,2940,3,Credit,0,0,0,,,
2026-05-08,E001,T00264,13:42:57,Sale,5410,4,Cash,0,54,0,M1267,,
2026-05-08,E001,T00287,13:52:11,Return,4200,1,Cash,0,0,0,,,false
2026-05-08,E001,T00259,14:32:32,Sale,3880,4,Cash,0,0,0,,,
2026-05-08,E001,T00277,14:50:50,Sale,5940,3,Credit,0,59,0,M1242,,
2026-05-08,E001,T00276,15:45:42,Sale,2410,1,Cash,0,24,0,M1174,,
2026-05-08,E001,T00272,15:52:21,Sale,2760,1,Cash,0,28,0,M1057,,
2026-05-08,E001,T00282,15:55:59,Sale,4370,5,Credit,0,44,0,M1031,,
2026-05-08,E001,T00275,16:07:09,Sale,2130,2,Cash,100,21,0,M1121,,
2026-05-08,E001,T00285,17:04:58,Return,1440,3,Credit,0,0,0,,,true
2026-05-08,E001,T00288,17:16:46,Return,4200,1,Cash,0,0,0,,,false
2026-05-08,E001,T00261,17:33:13,Sale,5970,3,Cash,0,60,0,M1201,,
2026-05-08,E001,T00286,18:10:41,Return,4200,2,Cash,0,0,0,,,false
2026-05-08,E001,T00266,18:15:24,Sale,4860,5,Credit,0,0,0,,,
2026-05-08,E001,T00265,18:54:54,Sale,4460,5,Cash,0,0,0,,,
2026-05-08,E001,T00274,18:59:31,Sale,5280,4,Cash,0,53,0,M1134,,
2026-05-08,E001,T00263,19:01:51,Sale,3590,4,Credit,0,36,0,M1133,,
2026-05-08,E001,T00273,19:08:29,Sale,5130,3,Credit,0,51,0,M1173,,
2026-05-08,E001,T00257,19:46:47,Sale,4560,4,Cash,0,0,0,,,
2026-05-08,E001,T00258,19:54:09,Sale,2300,4,Credit,0,0,0,,,
2026-05-08,E001,T00262,19:54:42,Sale,5900,3,Credit,0,59,0,M1268,,
2026-05-08,E001,T00281,20:06:31,Sale,4390,5,Credit,0,44,0,M1020,,
2026-05-08,E001,T00269,20:38:29,Sale,1140,5,Cash,0,11,0,M1059,,
2026-05-08,E001,T00267,20:51:12,Sale,5680,2,Cash,0,0,0,,,
2026-05-09,E001,T00295,09:04:03,Sale,1670,1,Cash,0,17,250,M1173,,
2026-05-09,E001,T00305,09:11:09,Sale,5180,2,Cash,0,52,0,M1029,,
2026-05-09,E001,T00319,09:56:44,Sale,3770,4,Credit,0,38,0,M1111,,
2026-05-09,E001,T00300,10:14:52,Sale,2860,2,Cash,0,0,0,,,
2026-05-09,E001,T00323,10:27:54,Void,2860,2,Cash,0,0,0,,T00300,
2026-05-09,E001,T00290,10:29:20,Sale,4250,2,Cash,0,0,0,,,
2026-05-09,E001,T00308,10:30:49,Sale,2370,3,Cash,250,0,0,,,
2026-05-09,E001,T00327,10:33:58,Return,7780,1,Cash,0,0,0,,,false
2026-05-09,E001,T00309,10:41:03,Sale,980,4,Cash,0,0,0,,,
2026-05-09,E001,T00315,10:50:18,Sale,1360,1,Cash,0,0,0,,,
2026-05-09,E001,T00292,11:01:48,Sale,4890,5,Cash,0,49,50,M1000,,
2026-05-09,E001,T00317,11:28:32,Sale,4030,5,Cash,0,40,0,M1088,,
2026-05-09,E001,T00307,11:59:38,Sale,1570,2,Credit,0,0,0,,,
2026-05-09,E001,T00324,12:20:56,Void,1570,2,Credit,0,0,0,,T00307,
2026-05-09,E001,T00291,12:29:32,Sale,4740,2,Credit,0,47,0,M1071,,
2026-05-09,E001,T00304,12:34:19,Sale,4180,1,QR,0,0,0,,,
2026-05-09,E001,T00298,12:38:35,Sale,5310,1,Cash,0,53,0,M1106,,
2026-05-09,E001,T00325,13:17:25,Return,4200,1,Cash,0,0,0,,,false
2026-05-09,E001,T00301,13:44:59,Sale,1780,3,QR,0,0,0,,,
2026-05-09,E001,T00321,14:23:57,Sale,300,5,Cash,0,0,0,,,
2026-05-09,E001,T00296,14:43:16,Sale,2060,3,Credit,0,0,0,,,
2026-05-09,E001,T00320,15:24:35,Sale,2780,4,QR,50,0,0,,,
2026-05-09,E001,T00303,15:47:53,Sale,3610,3,Cash,0,36,0,M1083,,
2026-05-09,E001,T00310,16:01:02,Sale,4900,1,Credit,0,49,0,M1079,,
2026-05-09,E001,T00311,16:43:53,Sale,3350,3,Cash,0,34,0,M1166,,
2026-05-09,E001,T00314,17:10:12,Sale,1960,2,Credit,0,0,0,,,
2026-05-09,E001,T00313,17:34:57,Sale,5940,2,Cash,0,59,0,M1176,,
2026-05-09,E001,T00312,17:39:42,Sale,4310,3,Cash,0,43,0,M1162,,
2026-05-09,E001,T00326,18:55:28,Return,4200,2,Cash,0,0,0,,,false
2026-05-09,E001,T00322,19:00:05,Sale,2190,5,Credit,0,22,0,M1173,,
