StoreCode,SalesDate,PosNo,SalesNo,Jancode,ProductName,UsageCode,UsageName,UnitPrice,Quantity,LineAmount
0001,2026-05-01,2,22,4901001000024,食パン,01,食品,160,2,320
0001,2026-05-01,2,22,4902002000025,チョコレート,03,菓子,200,1,200
0001,2026-05-01,2,22,4902002000018,ポテトチップス,03,菓子,130,1,130
0001,2026-05-01,2,22,4904004000027,缶チューハイ,05,酒類,180,1,180
0001,2026-05-01,3,23,4902002000025,チョコレート,03,菓子,220,1,220
0001,2026-05-01,3,23,4901001000017,牛乳1L,01,食品,220,2,440
0001,2026-05-01,3,23,4903003000019,緑茶500ml,04,飲料,140,1,140
0001,2026-05-01,3,23,4901001000031,卵10個,01,食品,260,1,260
0001,2026-05-01,1,24,4901001000017,牛乳1L,01,食品,220,1,220
0001,2026-05-01,3,25,4901001000031,卵10個,01,食品,240,3,720
0001,2026-05-01,3,25,4905005000035,歯ブラシ,02,日用品,300,1,300
0001,2026-05-01,3,26,4901001000031,卵10個,01,食品,240,1,240
0001,2026-05-01,3,26,4902002000025,チョコレート,03,菓子,200,1,200
0001,2026-05-01,2,27,4903003000026,コーラ500ml,04,飲料,160,2,320
0001,2026-05-01,2,28,4902002000025,チョコレート,03,菓子,210,1,210
0001,2026-05-01,2,28,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-01,3,29,4902002000018,ポテトチップス,03,菓子,140,1,140
0001,2026-05-01,3,29,4903003000019,緑茶500ml,04,飲料,150,2,300
0001,2026-05-01,3,30,4904004000027,缶チューハイ,05,酒類,180,1,180
0001,2026-05-01,1,31,4901001000031,卵10個,01,食品,240,1,240
0001,2026-05-01,1,31,4904004000010,ビール350ml,05,酒類,250,2,500
0001,2026-05-01,1,31,4905005000011,洗剤,02,日用品,320,1,320
0001,2026-05-01,1,32,4904004000027,缶チューハイ,05,酒類,180,1,180
0001,2026-05-01,1,32,4901001000017,牛乳1L,01,食品,220,2,440
0001,2026-05-01,1,33,4903003000026,コーラ500ml,04,飲料,180,1,180
0001,2026-05-01,1,33,4905005000035,歯ブラシ,02,日用品,280,2,560
0001,2026-05-01,1,33,4901001000031,卵10個,01,食品,260,1,260
0001,2026-05-01,1,33,4903003000019,緑茶500ml,04,飲料,140,1,140
0001,2026-05-01,1,34,4902002000025,チョコレート,03,菓子,200,1,200
0001,2026-05-01,1,34,4902002000018,ポテトチップス,03,菓子,130,1,130
0001,2026-05-01,2,35,4902002000018,ポテトチップス,03,菓子,140,1,140
0001,2026-05-01,1,36,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0001,2026-05-01,1,36,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-01,1,36,4901001000031,卵10個,01,食品,240,1,240
0001,2026-05-01,3,37,4905005000035,歯ブラシ,02,日用品,290,1,290
0001,2026-05-01,3,37,4905005000028,ティッシュ5箱,02,日用品,380,1,380
0001,2026-05-01,3,37,4905005000011,洗剤,02,日用品,320,1,320
0001,2026-05-01,3,38,4905005000035,歯ブラシ,02,日用品,300,1,300
0001,2026-05-01,3,38,4902002000025,チョコレート,03,菓子,220,1,220
0001,2026-05-01,3,38,4901001000031,卵10個,01,食品,250,1,250
0001,2026-05-01,3,38,4904004000010,ビール350ml,05,酒類,240,1,240
0001,2026-05-01,3,39,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0001,2026-05-01,3,39,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-01,2,40,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0001,2026-05-01,2,40,4904004000027,缶チューハイ,05,酒類,190,1,190
0001,2026-05-01,2,40,4902002000025,チョコレート,03,菓子,200,1,200
0001,2026-05-01,2,40,4901001000031,卵10個,01,食品,260,1,260
0001,2026-05-01,1,41,4905005000011,洗剤,02,日用品,320,1,320
0001,2026-05-01,1,41,4902002000025,チョコレート,03,菓子,200,2,400
0001,2026-05-01,1,41,4902002000018,ポテトチップス,03,菓子,150,1,150
0001,2026-05-01,1,42,4903003000026,コーラ500ml,04,飲料,170,1,170
0001,2026-05-01,1,42,4904004000027,缶チューハイ,05,酒類,200,2,400
0002,2026-05-01,1,1,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-01,1,1,4903003000026,コーラ500ml,04,飲料,180,2,360
0002,2026-05-01,1,1,4902002000018,ポテトチップス,03,菓子,130,1,130
0002,2026-05-01,1,1,4902002000025,チョコレート,03,菓子,200,1,200
0002,2026-05-01,3,2,4905005000035,歯ブラシ,02,日用品,280,1,280
0002,2026-05-01,3,2,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0002,2026-05-01,1,3,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-01,1,3,4905005000028,ティッシュ5箱,02,日用品,370,1,370
0002,2026-05-01,1,3,4902002000025,チョコレート,03,菓子,210,1,210
0002,2026-05-01,1,3,4901001000024,食パン,01,食品,150,1,150
0002,2026-05-01,2,4,4905005000011,洗剤,02,日用品,320,1,320
0002,2026-05-01,2,4,4901001000024,食パン,01,食品,150,2,300
0002,2026-05-01,2,4,4902002000018,ポテトチップス,03,菓子,150,2,300
0002,2026-05-01,2,4,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0002,2026-05-01,1,5,4905005000011,洗剤,02,日用品,320,1,320
0002,2026-05-01,2,6,4901001000017,牛乳1L,01,食品,230,2,460
0002,2026-05-01,2,6,4902002000025,チョコレート,03,菓子,200,1,200
0002,2026-05-01,1,7,4902002000025,チョコレート,03,菓子,220,1,220
0002,2026-05-01,1,7,4905005000028,ティッシュ5箱,02,日用品,380,2,760
0002,2026-05-01,1,7,4902002000018,ポテトチップス,03,菓子,140,1,140
0002,2026-05-01,3,8,4905005000035,歯ブラシ,02,日用品,300,1,300
0002,2026-05-01,1,9,4905005000028,ティッシュ5箱,02,日用品,380,1,380
0002,2026-05-01,1,10,4901001000017,牛乳1L,01,食品,220,1,220
0002,2026-05-01,1,10,4904004000027,缶チューハイ,05,酒類,180,1,180
0002,2026-05-01,1,10,4902002000025,チョコレート,03,菓子,200,2,400
0002,2026-05-01,1,10,4901001000024,食パン,01,食品,150,1,150
0002,2026-05-01,2,11,4903003000019,緑茶500ml,04,飲料,150,1,150
0002,2026-05-01,2,11,4905005000035,歯ブラシ,02,日用品,300,2,600
0002,2026-05-01,3,12,4902002000018,ポテトチップス,03,菓子,130,1,130
0002,2026-05-01,3,12,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-01,3,13,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-01,3,13,4904004000027,缶チューハイ,05,酒類,180,1,180
0002,2026-05-01,3,13,4905005000028,ティッシュ5箱,02,日用品,380,2,760
0002,2026-05-01,3,14,4902002000018,ポテトチップス,03,菓子,130,1,130
0002,2026-05-01,3,14,4905005000011,洗剤,02,日用品,330,1,330
0002,2026-05-01,3,14,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-01,1,15,4901001000024,食パン,01,食品,150,3,450
0002,2026-05-01,3,16,4901001000017,牛乳1L,01,食品,220,1,220
0002,2026-05-01,3,16,4905005000011,洗剤,02,日用品,320,1,320
0002,2026-05-01,3,16,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-01,3,16,4904004000010,ビール350ml,05,酒類,230,1,230
0002,2026-05-01,3,17,4903003000026,コーラ500ml,04,飲料,170,1,170
0002,2026-05-01,3,17,4902002000018,ポテトチップス,03,菓子,140,1,140
0002,2026-05-01,3,17,4901001000017,牛乳1L,01,食品,240,1,240
0002,2026-05-01,3,18,4901001000017,牛乳1L,01,食品,220,1,220
0002,2026-05-01,3,18,4902002000018,ポテトチップス,03,菓子,130,1,130
0002,2026-05-01,3,18,4902002000025,チョコレート,03,菓子,220,3,660
0002,2026-05-01,3,18,4905005000035,歯ブラシ,02,日用品,300,1,300
0002,2026-05-01,3,19,4904004000027,缶チューハイ,05,酒類,200,1,200
0002,2026-05-01,3,19,4904004000010,ビール350ml,05,酒類,230,1,230
0002,2026-05-01,1,20,4901001000024,食パン,01,食品,150,2,300
0002,2026-05-01,3,21,4904004000010,ビール350ml,05,酒類,240,1,240
0002,2026-05-01,2,22,4902002000025,チョコレート,03,菓子,210,1,210
0002,2026-05-01,2,22,4904004000027,缶チューハイ,05,酒類,190,1,190
0002,2026-05-01,2,22,4905005000035,歯ブラシ,02,日用品,290,1,290
0002,2026-05-01,2,22,4903003000026,コーラ500ml,04,飲料,170,2,340
0002,2026-05-01,1,23,4904004000010,ビール350ml,05,酒類,230,1,230
0002,2026-05-01,1,23,4901001000024,食パン,01,食品,150,2,300
0002,2026-05-01,2,24,4905005000035,歯ブラシ,02,日用品,290,1,290
0002,2026-05-01,3,25,4903003000026,コーラ500ml,04,飲料,170,1,170
0002,2026-05-01,3,26,4901001000031,卵10個,01,食品,260,1,260
0002,2026-05-01,3,26,4904004000027,缶チューハイ,05,酒類,190,1,190
0002,2026-05-01,3,27,4905005000035,歯ブラシ,02,日用品,290,1,290
0002,2026-05-01,3,27,4902002000025,チョコレート,03,菓子,200,1,200
0002,2026-05-01,3,27,4901001000017,牛乳1L,01,食品,220,1,220
0002,2026-05-01,1,28,4903003000026,コーラ500ml,04,飲料,160,1,160
0002,2026-05-01,1,28,4902002000025,チョコレート,03,菓子,200,1,200
0002,2026-05-01,1,29,4904004000027,缶チューハイ,05,酒類,190,1,190
0002,2026-05-01,1,29,4901001000031,卵10個,01,食品,240,1,240
0002,2026-05-01,1,29,4902002000018,ポテトチップス,03,菓子,130,1,130
0002,2026-05-01,3,30,4903003000026,コーラ500ml,04,飲料,160,1,160
0002,2026-05-01,3,30,4903003000019,緑茶500ml,04,飲料,140,2,280
0002,2026-05-01,3,30,4901001000017,牛乳1L,01,食品,220,1,220
0002,2026-05-01,2,31,4901001000024,食パン,01,食品,150,1,150
0002,2026-05-01,1,32,4905005000035,歯ブラシ,02,日用品,280,3,840
0002,2026-05-01,1,33,4901001000024,食パン,01,食品,150,1,150
0002,2026-05-01,1,33,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0002,2026-05-01,3,34,4905005000011,洗剤,02,日用品,320,1,320
0002,2026-05-01,3,34,4903003000026,コーラ500ml,04,飲料,180,1,180
0002,2026-05-01,3,34,4904004000027,缶チューハイ,05,酒類,200,1,200
0002,2026-05-01,3,34,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0002,2026-05-01,2,35,4904004000010,ビール350ml,05,酒類,230,1,230
0002,2026-05-01,2,35,4901001000031,卵10個,01,食品,260,1,260
0002,2026-05-01,2,35,4903003000026,コーラ500ml,04,飲料,180,1,180
0002,2026-05-01,3,36,4901001000031,卵10個,01,食品,240,2,480
0002,2026-05-01,3,36,4901001000024,食パン,01,食品,150,1,150
0002,2026-05-01,2,37,4904004000010,ビール350ml,05,酒類,250,1,250
0002,2026-05-01,2,37,4903003000026,コーラ500ml,04,飲料,180,2,360
0002,2026-05-01,2,37,4901001000024,食パン,01,食品,150,2,300
0002,2026-05-01,2,37,4901001000031,卵10個,01,食品,260,1,260
0002,2026-05-01,3,38,4903003000026,コーラ500ml,04,飲料,160,1,160
0002,2026-05-01,3,38,4905005000011,洗剤,02,日用品,320,1,320
0002,2026-05-01,3,38,4904004000010,ビール350ml,05,酒類,230,2,460
0002,2026-05-01,3,38,4901001000017,牛乳1L,01,食品,240,1,240
0002,2026-05-01,2,39,4901001000024,食パン,01,食品,150,2,300
0002,2026-05-01,2,39,4904004000027,缶チューハイ,05,酒類,180,1,180
0002,2026-05-01,2,40,4905005000011,洗剤,02,日用品,330,1,330
0002,2026-05-01,2,41,4901001000017,牛乳1L,01,食品,240,1,240
0002,2026-05-01,2,41,4903003000019,緑茶500ml,04,飲料,150,1,150
0002,2026-05-01,1,42,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0002,2026-05-01,1,42,4901001000031,卵10個,01,食品,240,3,720
0002,2026-05-01,1,42,4903003000026,コーラ500ml,04,飲料,170,1,170
0002,2026-05-01,1,42,4902002000018,ポテトチップス,03,菓子,130,1,130
0002,2026-05-01,3,43,4905005000011,洗剤,02,日用品,320,1,320
0002,2026-05-01,1,44,4903003000026,コーラ500ml,04,飲料,160,2,320
0002,2026-05-01,1,44,4905005000028,ティッシュ5箱,02,日用品,360,3,1080
0002,2026-05-01,1,44,4904004000027,缶チューハイ,05,酒類,180,2,360
0002,2026-05-01,1,44,4902002000025,チョコレート,03,菓子,200,1,200
0002,2026-05-01,1,45,4901001000031,卵10個,01,食品,260,1,260
0002,2026-05-01,1,45,4903003000026,コーラ500ml,04,飲料,160,1,160
0002,2026-05-01,3,46,4901001000024,食パン,01,食品,150,1,150
0002,2026-05-01,3,46,4905005000011,洗剤,02,日用品,330,1,330
0002,2026-05-01,3,46,4901001000017,牛乳1L,01,食品,240,1,240
0002,2026-05-01,3,46,4903003000026,コーラ500ml,04,飲料,160,1,160
0001,2026-05-02,2,43,4904004000027,缶チューハイ,05,酒類,190,3,570
0001,2026-05-02,2,43,4905005000028,ティッシュ5箱,02,日用品,370,1,370
0001,2026-05-02,2,43,4904004000010,ビール350ml,05,酒類,230,1,230
0001,2026-05-02,2,44,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-02,3,45,4902002000018,ポテトチップス,03,菓子,150,2,300
0001,2026-05-02,3,45,4905005000035,歯ブラシ,02,日用品,300,1,300
0001,2026-05-02,3,45,4901001000024,食パン,01,食品,150,1,150
0001,2026-05-02,3,46,4903003000026,コーラ500ml,04,飲料,180,1,180
0001,2026-05-02,3,46,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0001,2026-05-02,3,46,4901001000031,卵10個,01,食品,240,2,480
0001,2026-05-02,3,46,4905005000011,洗剤,02,日用品,330,1,330
0001,2026-05-02,2,47,4902002000018,ポテトチップス,03,菓子,150,1,150
0001,2026-05-02,2,47,4904004000010,ビール350ml,05,酒類,250,1,250
0001,2026-05-02,2,47,4901001000017,牛乳1L,01,食品,230,1,230
0001,2026-05-02,2,48,4901001000024,食パン,01,食品,170,2,340
0001,2026-05-02,1,49,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-02,1,49,4905005000011,洗剤,02,日用品,320,1,320
0001,2026-05-02,2,50,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0001,2026-05-02,2,50,4903003000026,コーラ500ml,04,飲料,160,1,160
0001,2026-05-02,2,50,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-02,2,51,4902002000018,ポテトチップス,03,菓子,150,1,150
0001,2026-05-02,2,51,4901001000031,卵10個,01,食品,240,1,240
0001,2026-05-02,2,51,4905005000011,洗剤,02,日用品,320,1,320
0001,2026-05-02,2,51,4904004000027,缶チューハイ,05,酒類,200,1,200
0001,2026-05-02,1,52,4901001000031,卵10個,01,食品,260,1,260
0001,2026-05-02,1,52,4902002000025,チョコレート,03,菓子,220,1,220
0001,2026-05-02,3,53,4904004000010,ビール350ml,05,酒類,240,2,480
0001,2026-05-02,3,53,4901001000017,牛乳1L,01,食品,220,1,220
0001,2026-05-02,3,53,4904004000027,缶チューハイ,05,酒類,180,1,180
0001,2026-05-02,3,54,4905005000011,洗剤,02,日用品,320,1,320
0001,2026-05-02,2,55,4904004000010,ビール350ml,05,酒類,230,2,460
0001,2026-05-02,1,56,4905005000011,洗剤,02,日用品,340,1,340
0001,2026-05-02,1,56,4901001000024,食パン,01,食品,150,1,150
0001,2026-05-02,1,57,4905005000011,洗剤,02,日用品,320,1,320
0001,2026-05-02,1,57,4905005000035,歯ブラシ,02,日用品,280,2,560
0001,2026-05-02,1,57,4901001000024,食パン,01,食品,150,1,150
0001,2026-05-02,2,58,4901001000017,牛乳1L,01,食品,220,2,440
0001,2026-05-02,2,58,4904004000027,缶チューハイ,05,酒類,180,1,180
0001,2026-05-02,2,58,4902002000025,チョコレート,03,菓子,220,2,440
0001,2026-05-02,2,58,4902002000018,ポテトチップス,03,菓子,140,1,140
0001,2026-05-02,1,59,4901001000031,卵10個,01,食品,260,1,260
0001,2026-05-02,1,59,4902002000018,ポテトチップス,03,菓子,130,1,130
0001,2026-05-02,1,59,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0001,2026-05-02,1,59,4901001000024,食パン,01,食品,160,1,160
0001,2026-05-02,3,60,4901001000017,牛乳1L,01,食品,220,3,660
0001,2026-05-02,1,61,4901001000017,牛乳1L,01,食品,230,1,230
0001,2026-05-02,1,61,4904004000027,缶チューハイ,05,酒類,190,1,190
0001,2026-05-02,3,62,4901001000017,牛乳1L,01,食品,240,2,480
0001,2026-05-02,3,62,4904004000010,ビール350ml,05,酒類,240,1,240
0001,2026-05-02,3,62,4905005000035,歯ブラシ,02,日用品,300,2,600
0001,2026-05-02,3,63,4905005000011,洗剤,02,日用品,320,1,320
0001,2026-05-02,3,63,4905005000028,ティッシュ5箱,02,日用品,380,2,760
0001,2026-05-02,3,63,4905005000035,歯ブラシ,02,日用品,290,1,290
0001,2026-05-02,3,63,4904004000010,ビール350ml,05,酒類,230,1,230
0001,2026-05-02,2,64,4902002000018,ポテトチップス,03,菓子,140,1,140
0001,2026-05-02,2,64,4904004000010,ビール350ml,05,酒類,230,1,230
0001,2026-05-02,2,64,4903003000019,緑茶500ml,04,飲料,140,1,140
0001,2026-05-02,2,64,4901001000031,卵10個,01,食品,260,1,260
0001,2026-05-02,2,65,4903003000019,緑茶500ml,04,飲料,140,1,140
0001,2026-05-02,3,66,4904004000027,缶チューハイ,05,酒類,180,1,180
0001,2026-05-02,3,66,4905005000011,洗剤,02,日用品,330,1,330
0001,2026-05-02,1,67,4905005000035,歯ブラシ,02,日用品,300,1,300
0001,2026-05-02,1,67,4903003000026,コーラ500ml,04,飲料,160,1,160
0001,2026-05-02,1,68,4901001000031,卵10個,01,食品,250,3,750
0001,2026-05-02,1,68,4905005000028,ティッシュ5箱,02,日用品,380,1,380
0001,2026-05-02,1,68,4905005000035,歯ブラシ,02,日用品,300,1,300
0001,2026-05-02,1,68,4901001000017,牛乳1L,01,食品,220,1,220
0001,2026-05-02,3,69,4903003000026,コーラ500ml,04,飲料,180,1,180
0001,2026-05-02,3,69,4903003000019,緑茶500ml,04,飲料,160,1,160
0001,2026-05-02,3,69,4902002000018,ポテトチップス,03,菓子,130,1,130
0001,2026-05-02,1,70,4901001000017,牛乳1L,01,食品,240,1,240
0001,2026-05-02,3,71,4902002000018,ポテトチップス,03,菓子,130,1,130
0001,2026-05-02,3,71,4901001000031,卵10個,01,食品,260,1,260
0001,2026-05-02,3,71,4905005000035,歯ブラシ,02,日用品,280,1,280
0001,2026-05-02,1,72,4901001000024,食パン,01,食品,150,2,300
0001,2026-05-02,1,72,4901001000017,牛乳1L,01,食品,230,1,230
0001,2026-05-02,1,72,4903003000019,緑茶500ml,04,飲料,140,1,140
0001,2026-05-02,1,73,4901001000017,牛乳1L,01,食品,220,1,220
0001,2026-05-02,1,73,4901001000024,食パン,01,食品,150,2,300
0001,2026-05-02,3,74,4904004000010,ビール350ml,05,酒類,240,1,240
0001,2026-05-02,3,74,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0001,2026-05-02,3,74,4905005000011,洗剤,02,日用品,330,2,660
0001,2026-05-02,3,75,4902002000025,チョコレート,03,菓子,200,1,200
0001,2026-05-02,3,75,4904004000027,缶チューハイ,05,酒類,180,1,180
0001,2026-05-02,3,75,4905005000035,歯ブラシ,02,日用品,290,1,290
0001,2026-05-02,3,75,4903003000019,緑茶500ml,04,飲料,160,2,320
0001,2026-05-02,2,76,4901001000031,卵10個,01,食品,240,1,240
0001,2026-05-02,2,76,4904004000010,ビール350ml,05,酒類,230,1,230
0001,2026-05-02,2,77,4903003000026,コーラ500ml,04,飲料,160,1,160
0001,2026-05-02,3,78,4901001000017,牛乳1L,01,食品,220,1,220
0001,2026-05-02,2,79,4903003000019,緑茶500ml,04,飲料,150,1,150
0001,2026-05-02,2,79,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0001,2026-05-02,2,79,4901001000024,食パン,01,食品,150,2,300
0001,2026-05-02,2,80,4902002000018,ポテトチップス,03,菓子,150,2,300
0001,2026-05-02,1,81,4902002000018,ポテトチップス,03,菓子,150,1,150
0001,2026-05-02,1,81,4901001000024,食パン,01,食品,170,1,170
0001,2026-05-02,2,82,4902002000018,ポテトチップス,03,菓子,130,1,130
0001,2026-05-02,2,82,4903003000026,コーラ500ml,04,飲料,160,1,160
0001,2026-05-02,2,82,4901001000024,食パン,01,食品,150,1,150
0001,2026-05-02,1,83,4905005000011,洗剤,02,日用品,320,1,320
0001,2026-05-02,1,83,4903003000019,緑茶500ml,04,飲料,150,1,150
0001,2026-05-02,2,84,4905005000028,ティッシュ5箱,02,日用品,380,1,380
0001,2026-05-02,2,84,4905005000011,洗剤,02,日用品,320,1,320
0001,2026-05-02,2,84,4902002000025,チョコレート,03,菓子,200,1,200
0001,2026-05-02,3,85,4903003000019,緑茶500ml,04,飲料,140,2,280
0001,2026-05-02,3,85,4902002000025,チョコレート,03,菓子,210,2,420
0001,2026-05-02,2,86,4902002000025,チョコレート,03,菓子,220,1,220
0001,2026-05-02,2,86,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-02,3,47,4904004000010,ビール350ml,05,酒類,230,1,230
0002,2026-05-02,3,47,4901001000031,卵10個,01,食品,240,1,240
0002,2026-05-02,3,47,4905005000035,歯ブラシ,02,日用品,300,1,300
0002,2026-05-02,3,47,4902002000018,ポテトチップス,03,菓子,140,1,140
0002,2026-05-02,3,48,4901001000031,卵10個,01,食品,240,1,240
0002,2026-05-02,3,48,4905005000011,洗剤,02,日用品,330,2,660
0002,2026-05-02,3,48,4905005000028,ティッシュ5箱,02,日用品,380,1,380
0002,2026-05-02,3,48,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-02,1,49,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-02,3,50,4903003000026,コーラ500ml,04,飲料,160,1,160
0002,2026-05-02,3,50,4904004000010,ビール350ml,05,酒類,230,1,230
0002,2026-05-02,3,51,4901001000031,卵10個,01,食品,240,1,240
0002,2026-05-02,3,51,4904004000027,缶チューハイ,05,酒類,180,1,180
0002,2026-05-02,3,51,4905005000011,洗剤,02,日用品,320,1,320
0002,2026-05-02,2,52,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-02,2,52,4902002000018,ポテトチップス,03,菓子,130,1,130
0002,2026-05-02,2,52,4901001000017,牛乳1L,01,食品,220,1,220
0002,2026-05-02,2,52,4901001000024,食パン,01,食品,170,1,170
0002,2026-05-02,2,53,4905005000011,洗剤,02,日用品,320,1,320
0002,2026-05-02,2,53,4902002000025,チョコレート,03,菓子,200,1,200
0002,2026-05-02,2,54,4902002000025,チョコレート,03,菓子,200,1,200
0002,2026-05-02,2,54,4903003000026,コーラ500ml,04,飲料,170,1,170
0002,2026-05-02,2,54,4904004000010,ビール350ml,05,酒類,250,2,500
0002,2026-05-02,2,54,4903003000019,緑茶500ml,04,飲料,150,1,150
0002,2026-05-02,3,55,4901001000024,食パン,01,食品,160,1,160
0002,2026-05-02,3,55,4905005000035,歯ブラシ,02,日用品,280,1,280
0002,2026-05-02,2,56,4905005000028,ティッシュ5箱,02,日用品,360,1,360
0002,2026-05-02,2,56,4905005000011,洗剤,02,日用品,330,1,330
0002,2026-05-02,2,56,4903003000026,コーラ500ml,04,飲料,160,1,160
0002,2026-05-02,2,57,4905005000035,歯ブラシ,02,日用品,290,1,290
0002,2026-05-02,2,57,4905005000011,洗剤,02,日用品,330,1,330
0002,2026-05-02,2,57,4903003000019,緑茶500ml,04,飲料,140,2,280
0002,2026-05-02,1,58,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-02,2,59,4902002000018,ポテトチップス,03,菓子,140,3,420
0002,2026-05-02,2,59,4903003000019,緑茶500ml,04,飲料,140,1,140
0002,2026-05-02,2,59,4903003000026,コーラ500ml,04,飲料,160,1,160
0002,2026-05-02,1,60,4901001000024,食パン,01,食品,150,2,300
0002,2026-05-02,1,60,4903003000026,コーラ500ml,04,飲料,160,2,320
0002,2026-05-02,1,60,4901001000017,牛乳1L,01,食品,220,1,220
0002,2026-05-02,3,61,4902002000018,ポテトチップス,03,菓子,150,1,150
0002,2026-05-02,3,61,4901001000031,卵10個,01,食品,240,1,240
